Synthetic_ID	SYNTH_PROT_00	SYNTH_PROT_01	SYNTH_PROT_02	SYNTH_PROT_03	SYNTH_PROT_04	SYNTH_PROT_05	SYNTH_PROT_06	SYNTH_PROT_07	SYNTH_PROT_08	SYNTH_PROT_09	SYNTH_PROT_10	SYNTH_PROT_11
SYNTHETIC_0001	-0.32173911389664717	0.6997658439646969	-0.6491445316747567	1.0958364112374253	-0.23213713617834947	-0.5619228445074002	-0.3113859941257602	0.3202209122542249	0.905772083548518	-0.6117052492378634	0.2286471017691641	0.655735282693272
SYNTHETIC_0002	1.6481581445691784	0.07212753924372799	0.2724155644248772	-0.7968010667554619	-0.1519995940949252	-0.15407232428474743	0.9690562943178083	-0.7302310003521306	-0.6139704298735098	-1.8151515594171033	-0.7831478677221232	-0.8311405349659535
SYNTHETIC_0003	-1.2939810048632845	-0.7832641386703665	1.6110884245767136	-0.39648559964180496	-1.0893399165799824	-0.8296666833594275	-0.4021778570423552	-1.0373262926269697	0.8688805319348732	2.160686828347782	-1.3477652387174521	-0.8208057238855857
SYNTHETIC_0004	1.4124800125682797	0.40242239760329834	-0.45821409688204245	-0.5304739618622183	-0.5167890691396074	-0.5849934826309509	1.8623366482085195	0.9407579532163812	0.01277631847354967	-0.14469148640212937	1.4731315433959848	-1.6268854562628199
SYNTHETIC_0005	0.7791969893424939	-1.2702087475270496	0.7164193628656774	0.12020032535055669	0.6568190519745732	-0.40972312318074755	0.2990683500422034	0.5471867120117009	1.8800221860819726	0.9555431422512591	0.28371526130629554	0.3635652626714389
SYNTHETIC_0006	1.7837771391823791	-0.2084194773627778	-0.2110226241116047	-0.9637568024702275	0.5741519633172061	-0.013604747742264157	-1.7854748641926956	-1.1436607599353332	0.5082940476085805	1.7364712252874277	0.3888512125633272	0.3878458040697333
SYNTHETIC_0007	0.6033023226014678	-0.45988205051915987	-1.0536905199537627	-0.4707144011697285	0.3105231439025878	0.6680761974160848	1.3611645049836474	0.27438371040341264	-2.47597877665147	-2.6724164992319683	0.8141002714315707	-0.3022942234918533
SYNTHETIC_0008	-0.8119861903725341	0.23799424730328844	-1.664744803876328	-0.06479975234216244	1.640140891520687	-1.2475654926117723	-0.3801306394274252	0.1820832184969926	-0.2520300022699145	-0.22098992950755053	-1.2593410294094325	0.4488782418355688
SYNTHETIC_0009	-0.32515446316715607	0.5439576078397852	0.15012051562267698	-0.28232881568500023	0.18697174742665493	0.08797905547671638	1.281495248128611	1.3578280321221459	-2.088226175455633	-0.37331862134301297	0.292765915709557	1.0546965385709268
SYNTHETIC_0010	0.6504064809645919	1.115190415526437	-0.6943969289366453	0.8649119492083932	-0.4910350690939875	0.026160382440035095	0.2555980869723318	-0.11992714445484652	-0.386567228400993	-2.5059287259415113	-0.11985298672438283	-0.08022697242502265
SYNTHETIC_0011	-0.411806679637159	0.7903983331302694	1.1479723594759104	-0.5590623763262859	0.05863888178591297	0.9430096430952589	2.1831845159013623	0.42890046855588215	0.743164018908027	1.1992349371540443	-1.0481453398443314	0.9525300203423823
SYNTHETIC_0012	-0.9206397551677719	1.1076475995363753	-0.9161991290681518	0.13585328497992652	0.4938138462576963	0.5317454205655262	0.670138152764547	0.4672272788158908	-1.3202451234663748	0.6802657693405125	1.1439911702365357	-0.04388517182179103
SYNTHETIC_0013	-1.1538907228295634	-0.8364394815117508	-0.493672676267543	-0.7527313321633808	0.05504184454011982	-1.5604550817179537	0.9680177830853864	-0.8195563268615822	2.436256975102029	-0.9485851596094029	1.4037510009466379	1.3366457023923577
SYNTHETIC_0014	-0.7088790315453124	-0.49165152819458546	-0.42831819083399725	0.04793913704422934	-1.2576026549768964	0.31539184628916367	-1.2976206767267449	-0.6781479390783056	0.3157723941168868	1.3049828193535826	1.408393237249642	-0.1329752077845784
SYNTHETIC_0015	0.5801094236568549	-0.1500181827892597	0.14818600964345013	-0.5830387527236459	0.1577075660791594	-0.6678391033918384	0.11178042174570987	-0.5082594545911137	2.705557318528947	-0.32188554947939413	-0.598916825917451	0.020244705864315832
SYNTHETIC_0016	-1.2567833791266911	-0.10234891200756725	-0.6755281188453457	0.6711203084117177	-1.8759229832608775	0.4070892539886999	1.694863171697016	-0.30455286618743704	1.3004156712389687	1.645045733963625	0.9242528953290379	0.3670380951178454
