Synthetic_ID	Latent_0	Latent_1	Latent_2	Latent_3	Latent_4	Latent_5	Latent_6	Latent_7	Latent_8	Latent_9	Latent_10	Latent_11	Latent_12	Latent_13	Latent_14	Latent_15
SYNTHETIC_0001	0.209153844850242	-0.3379959841130868	0.7077692393544276	0.8766518034749731	-1.2072592872574979	-0.34583238908142644	0.8859056583680041	0.5465573690784165	0.9375139048314687	-0.5301450757312359	0.28999915794853626	0.9725611472397743	-1.4238128154879448	2.4445387939766388	0.2716765482407962	1.1165739087570576
SYNTHETIC_0002	0.0983672922563899	0.12748534130607825	0.20753683125335753	0.8675739003129319	-0.2838135571528106	1.5102771437621059	0.6505670773516565	-0.2841453445499555	1.2383827459628296	0.26031322185651096	-1.4910586588218628	-1.2896314425908346	-0.2750068633515031	-1.023275552046723	-0.021309443477214546	-0.574918233230875
SYNTHETIC_0003	1.0866362365025606	0.5065204582320934	0.10131383385006189	0.20781364297235766	1.4721025788673465	0.46996967779541887	-0.5963908896390167	-1.6041379168279413	-0.3547443562054395	0.16192461526755994	0.17723960987894327	-0.7456818364959565	0.4025023992949296	0.3919490851778373	2.40290418637749	1.2520698517311062
SYNTHETIC_0004	-0.32169481325329696	-0.3759868889848009	-0.1653790081981484	-0.05525063631820132	1.0330301164339963	0.9320998324555473	-0.2999571823846627	-1.5950575808070697	1.016023149333212	1.4254351727045076	-1.0949218141398402	1.748847768315004	0.744667505134628	0.14388770845553042	2.3259882872916298	0.783143328957879
SYNTHETIC_0005	-1.2317815164388395	-2.671657793315807	0.2559989643105298	0.6320248711207171	-1.8469670464844097	0.2878654385904519	1.494050774699976	-0.006219881204909654	0.7697763794058768	-1.2086007078632601	0.06883537307768164	-1.1845111481856578	-1.604066229589049	-1.8066254928817533	1.3015689210443264	0.18687328199873746
SYNTHETIC_0006	-1.4595647853059737	-0.3103124311590008	0.16056223079229606	-0.6141315352582486	0.5373583713898646	-0.031392439595320745	2.320211795256899	-1.4099077510619955	-0.36129602638629005	0.4130955354397324	-1.514976694635539	0.20816720548981255	1.5608238056641235	-1.0314131623150242	-0.4505094017048212	-0.5400269320436395
SYNTHETIC_0007	-0.5705545756557866	-2.1907196212007527	-0.023281924518304728	0.6381972442684773	-0.6607913951191171	-0.5164679526628735	-1.1672333863147188	0.5521483566238691	-0.7900657233993504	-0.3127344709735541	-0.1989336471599774	2.644660746595607	2.0833652239572933	-1.4099786864334636	-0.8763035736721035	-1.149061928186406
SYNTHETIC_0008	0.9059168750227091	1.065982256664922	-0.7933142146112578	0.6556374277402722	-0.6300659156955596	-0.16348863719402942	-0.5375364999853914	0.07758102251121356	0.6109662219346716	-0.2814356127542541	-0.8190409128732378	0.2938783059104154	-1.4850594792630958	-0.5490788483837663	0.09016492732767384	1.7463553996292998
SYNTHETIC_0009	-0.35931587570216933	-1.260289955117561	-1.0585476296910694	-0.46027804135922173	-0.6281531215564854	0.2795815616629661	-0.7987949677870243	0.9746187790516231	-0.04897060010094673	0.33433350693876485	-0.5059068318848751	0.5195719954269447	-1.6156155770943572	0.08729482165147778	-0.6757988987739498	-0.11428174482276078
SYNTHETIC_0010	0.5571837100059687	-0.7357101750179693	-0.6283323380371031	1.6165863008230876	-1.0971755676382948	1.1190306167705895	-0.7731149803049875	-1.122505138088913	0.05110744131077431	-0.009139890604721625	-1.530259264433776	0.5452661217097786	0.8065733824298288	-1.7240825249008758	0.9758128065190065	-0.405872388265149
SYNTHETIC_0011	-1.306740661277989	0.27263507861236097	1.7189841458191129	-1.4984841882855318	0.2342179864902758	-0.801257457484509	-0.020087244922857662	-0.6624252292433745	0.9432088300892473	1.9663099386930356	-0.34656902044837606	-0.6406271868099377	0.44473378887291215	-0.9921141642180072	-0.42874181749405726	-1.1323630368310715
SYNTHETIC_0012	-0.18716486914917776	0.5092893011404989	1.4097246820657259	0.27283353897341933	0.19383392228808305	0.36687209354565603	0.692780262872853	-1.2633096234992434	-0.9330011521193212	1.5115659236529395	-0.6118318346544052	-0.10556339925652777	0.32007414667731837	-0.4015818961607562	1.5351414318062337	-1.0230346055775608
